"How to Create a Safe, Zero Waste Laundry Routine",http://janeandsimpleliving.com/wp-content/uploads/2017/11/IMG_20171122_102003-1024x768.jpg,11/22/17,http://janeandsimpleliving.com/zero-waste-laundry/,Jane and Simple,how create safe zero waste laundry routine
"October in Review: Compost More, (Food) Waste Less",http://janeandsimpleliving.com/wp-content/uploads/2017/11/PicsArt_11-17-12.04.40-1024x768.jpg,11/18/17,http://janeandsimpleliving.com/octobers-compost-bin/,Jane and Simple,october review compost more food waste less
"September's Recycling Bin: So, what Does a Zero Waster Recycle?!",http://janeandsimpleliving.com/wp-content/uploads/2017/10/IMG_20171017_182402-1024x768.jpg,10/20/17,http://janeandsimpleliving.com/september-recycling-bin/,Jane and Simple,septembers recycling bin so what does zero waster recycle
"August's Trash Bin: Concerts, Weddings, & Everyday Fails",http://janeandsimpleliving.com/wp-content/uploads/2017/09/PicsArt_09-05-08.38.15.jpg,9/7/17,http://janeandsimpleliving.com/august-trash-can/,Jane and Simple,augusts trash bin concerts weddings  everyday fails
Zero Waste & Shaving: The Return of the Safety Razor,http://janeandsimpleliving.com/wp-content/uploads/2017/07/IMG_20170724_103844-2.jpg,7/31/17,http://janeandsimpleliving.com/safety-razor/,Jane and Simple,zero waste  shaving return safety razor
"Will The First Date Be The Last Date? Zero Waste, Romance, & Taking Risks",http://janeandsimpleliving.com/wp-content/uploads/2017/07/mom-and-dad.jpg,7/2/17,http://janeandsimpleliving.com/first-date-or-last-date/,Jane and Simple,will first date be last date zero waste romance  taking risks
"Flax Milk: An Affordable, Easy-To-Make Alternative to Cow's Milk",http://janeandsimpleliving.com/wp-content/uploads/2017/06/PicsArt_06-06-07.17.12-1.jpg,6/7/17,http://janeandsimpleliving.com/homemade-flax-milk/,Jane and Simple,flax milk an affordable easytomake alternative cows milk
Weathering the Storms of Mental Illness: Finding Hope in the Garbage & the Garden,http://janeandsimpleliving.com/wp-content/uploads/2017/05/IMG_20170520_103625-2-1-1024x690.jpg,5/31/17,http://janeandsimpleliving.com/weathering-the-storms-of-mental-illness/,Jane and Simple,weathering storms mental illness finding hope garbage  garden
Zero Waste vs. Hotel Waste: 6 Tips for a Greener Trip,http://janeandsimpleliving.com/wp-content/uploads/2017/05/IMG_20170427_052405-2-1024x720.jpg,5/4/17,http://janeandsimpleliving.com/hotel-waste/,Jane and Simple,zero waste vs. hotel waste tips greener trip
How to Build a Garden Bed and a Compost Barrel at Home,http://janeandsimpleliving.com/wp-content/uploads/2017/04/IMG_20170426_071222-1-300x225.jpg,4/22/17,http://janeandsimpleliving.com/to-plant-a-garden/,Jane and Simple,how build garden bed compost barrel home
"""Don't Let The Perfect Be the Enemy of the Good""",http://janeandsimpleliving.com/wp-content/uploads/2017/04/About-Me-1-1024x631.png,4/22/17,http://janeandsimpleliving.com/dont-let-the-perfect-be-the-enemy-of-the-good/,Jane and Simple,dont let perfect be enemy good
"What is ""Zero Waste""?",http://janeandsimpleliving.com/wp-content/uploads/2017/04/5c0c380611eefb24f3a27d61274bd3de-266x300.jpg,NULL - date,http://janeandsimpleliving.com/zerowaste/,Jane and Simple,what is zero waste
3 Steps to Zero Waste,http://janeandsimpleliving.com/wp-content/uploads/2017/05/Untitled.png,NULL - date,http://janeandsimpleliving.com/3-steps-to-zero-waste/,Jane and Simple,3 steps zero waste
Moving Out: Home Tour,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/11/cropped2.jpg?resize=1380%2C910,21-Nov-17,http://www.snapshotsofsimplicity.com/2017/11/21/moving-out-home-tour/,Snapshots of Simplicity,moving out home tour
5K Giveaway,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/07/IMG_5588.jpg?resize=1380%2C910,26-Jul-17,http://www.snapshotsofsimplicity.com/2017/07/26/5k-giveaway/,Snapshots of Simplicity,5k giveaway
The Classic White Shirt,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/07/IMG_5688.gif?resize=1380%2C910,18-Jul-17,http://www.snapshotsofsimplicity.com/2017/07/18/the-classic-white-shirt/,Snapshots of Simplicity,the classic white shirt
My Mindful Morning Routine,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/06/IMG_5509.jpg?resize=1380%2C910,30-Jun-17,http://www.snapshotsofsimplicity.com/2017/06/30/my-mindful-morning-routine/,Snapshots of Simplicity,my mindful morning routine
Minimalist Room Tour,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/06/IMG_5497.jpg?resize=1380%2C910,9-Jun-17,http://www.snapshotsofsimplicity.com/2017/06/09/minimalist-room-tour/,Snapshots of Simplicity,minimalist room tour
Vegan Carrot Cupcakes,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/06/IMG_5223.jpg?resize=1380%2C910,2-Jun-17,http://www.snapshotsofsimplicity.com/2017/06/02/vegan-carrot-cupcakes/,Snapshots of Simplicity,vegan carrot cupcakes
Solving Plastic Bag Waste Overseas: Up-fuse,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/05/IMG_5170.jpg?resize=1380%2C910,25-May-17,http://www.snapshotsofsimplicity.com/2017/05/25/solving-plastic-bag-waste-overseas-up-fuse/,Snapshots of Simplicity,solving plastic bag waste overseas upfuse
The Passionate Pursuit of Ethical Hairpins: S A Y A Designs,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/05/DSF2895.jpg?resize=1380%2C910,12-May-17,http://www.snapshotsofsimplicity.com/2017/05/12/the-passionate-pursuit-of-ethical-hairpins-s-a-y-a-designs/,Snapshots of Simplicity,the passionate pursuit ethical hairpins s y designs
My Minimalist Wardrobe,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/05/IMG_4997.jpg?resize=1380%2C910,5-May-17,http://www.snapshotsofsimplicity.com/2017/05/05/my-minimalist-wardrobe/,Snapshots of Simplicity,my minimalist wardrobe
"1, 2, 3's of Zero Waste",https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/03/IMG_4983.jpg?resize=1380%2C910,10-Mar-17,http://www.snapshotsofsimplicity.com/2017/03/10/1-2-3s-of-zero-waste/,Snapshots of Simplicity,1 3s zero waste
"Perfectly Imperfect, Zero Waste",https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2017/02/IMG_4850.jpg?resize=1380%2C910,10-Feb-17,http://www.snapshotsofsimplicity.com/2017/02/10/perfectly-imperfect-zero-waste/,Snapshots of Simplicity,perfectly imperfect zero waste
"Tea with Christine: Updates and a Big, Big Thank You",https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/11/DSC0005.jpg?resize=1380%2C910,4-Nov-16,http://www.snapshotsofsimplicity.com/2016/11/04/tea-with-christine-updates-and-a-big-big-thank-you/,Snapshots of Simplicity,tea christine updates big big thank you
"A Simple, Rainy, Sick Day",https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/10/DSF2299.jpg?resize=1380%2C910,21-Oct-16,http://www.snapshotsofsimplicity.com/2016/10/21/a-simple-rainy-sick-day/,Snapshots of Simplicity,a simple rainy sick
Simplify Your Stuff: Recycling,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/10/DSF2267.jpg?resize=1380%2C910,14-Oct-16,http://www.snapshotsofsimplicity.com/2016/10/14/simplify-your-stuff-recycling/,Snapshots of Simplicity,simplify your stuff recycling
Tea with Christine: Zero Waste Tag,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/10/DSF2246.jpg?resize=1380%2C910,7-Oct-16,http://www.snapshotsofsimplicity.com/2016/10/07/tea-with-christine-zero-waste-tag/,Snapshots of Simplicity,tea christine zero waste tag
My Everyday Bathroom Routine,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSC0021.jpg?resize=1380%2C910,30-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/30/my-everyday-bathroom-routine/,Snapshots of Simplicity,my everyday bathroom routine
Simplify Your Stuff: Decluttering,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSC0014.jpg?resize=1380%2C910,23-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/23/simplify-your-stuff-decluttering/,Snapshots of Simplicity,simplify your stuff decluttering
What's in my Tote Bag,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2129.jpg?resize=1380%2C910,16-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/16/whats-in-my-tote-bag/,Snapshots of Simplicity,whats tote bag
How I Compost,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2070.jpg?resize=1380%2C910,10-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/10/how-i-compost/,Snapshots of Simplicity,how i compost
Fixing Old Fruit: Fruit Crisp,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF1978.jpg?resize=1380%2C910,9-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/09/fixing-old-fruit-fruit-crisp/,Snapshots of Simplicity,fixing old fruit fruit crisp
Salvaging Stale Bread: Simple Croutons,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2032-1.jpg?resize=1380%2C910,8-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/08/salvaging-stale-bread-simple-croutons/,Snapshots of Simplicity,salvaging stale bread simple croutons
Packing to Prevent Food Waste,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2104.jpg?resize=1380%2C910,7-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/07/packing-to-prevent-food-waste/,Snapshots of Simplicity,packing prevent food waste
How to Plan for No Food Waste,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2102.jpg?resize=1380%2C910,6-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/06/how-to-plan-for-no-food-waste/,Snapshots of Simplicity,how plan food waste
Reflections On Living One Year Zero Waste,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/09/DSF2052.jpg?resize=1380%2C910,2-Sep-16,http://www.snapshotsofsimplicity.com/2016/09/02/reflections-on-living-one-year-zero-waste/,Snapshots of Simplicity,reflections living one year zero waste
Searching for a Sustainable Yoga Mat,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/DSF1938.jpg?resize=1380%2C910,26-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/26/searching-for-a-sustainable-yoga-mat/,Snapshots of Simplicity,searching sustainable yoga mat
Better Bags from the Basic Bottle,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/Hamilton-Perkins-Cover.jpg?resize=1280%2C854,19-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/19/better-bags-from-the-basic-bottle/,Snapshots of Simplicity,better bags basic bottle
Tips for Flying with Less Waste,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/DSF1834.jpg?resize=1380%2C910,12-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/12/tips-for-flying-with-less-waste/,Snapshots of Simplicity,tips flying less waste
Ten Simple Pleasures from Germany,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/08/DSF1597.jpg?resize=1380%2C910,3-Aug-16,http://www.snapshotsofsimplicity.com/2016/08/03/ten-simple-pleasures-from-germany/,Snapshots of Simplicity,ten simple pleasures germany
Hello to Myself,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/07/DSF1653.jpg?resize=1380%2C910,20-Jul-16,http://www.snapshotsofsimplicity.com/2016/07/20/hello-to-myself/,Snapshots of Simplicity,hello myself
What's in my Grocery Bag,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/07/DSF1314.jpg?resize=1380%2C910,10-Jul-16,http://www.snapshotsofsimplicity.com/2016/07/10/whats-in-my-grocery-bag/,Snapshots of Simplicity,whats grocery bag
To the Ocean: Montana de Oro,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/07/DSF1195.jpg?resize=1380%2C910,4-Jul-16,http://www.snapshotsofsimplicity.com/2016/07/04/to-the-ocean-montana-de-oro/,Snapshots of Simplicity,to ocean montana de oro
Zero Waste Tooth Powder & Mouthwash,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/06/DSF1112.jpg?resize=1380%2C910,24-Jun-16,http://www.snapshotsofsimplicity.com/2016/06/24/zero-waste-tooth-powder-mouthwash/,Snapshots of Simplicity,zero waste tooth powder  mouthwash
Fixing My Leather Boots,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/06/Shoes.jpg?resize=1380%2C910,1-Jun-16,http://www.snapshotsofsimplicity.com/2016/06/01/fixing-my-leather-boots/,Snapshots of Simplicity,fixing leather boots
Hanging Out in the City,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/05/DSF0473.jpg?resize=1380%2C910,25-May-16,http://www.snapshotsofsimplicity.com/2016/05/25/hanging-out-in-the-city/,Snapshots of Simplicity,hanging out city
A New Chapter,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/05/DSF0419.jpg?resize=1380%2C910,13-May-16,http://www.snapshotsofsimplicity.com/2016/05/13/a-new-chapter/,Snapshots of Simplicity,a new chapter
How to Make a Terrarium,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/04/DSF0645.jpg?resize=1380%2C910,22-Apr-16,http://www.snapshotsofsimplicity.com/2016/04/22/how-to-make-a-terrarium/,Snapshots of Simplicity,how make terrarium
Being a Tourist in San Francisco,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/04/DSF0451.jpg?resize=1380%2C910,4-Apr-16,http://www.snapshotsofsimplicity.com/2016/04/04/being-a-tourist-in-san-francisco/,Snapshots of Simplicity,being tourist san francisco
Why the Packaging Girl went Packageless,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/03/DSF0570.jpg?resize=1380%2C910,27-Mar-16,http://www.snapshotsofsimplicity.com/2016/03/27/why-the-packaging-girl-went-packageless/,Snapshots of Simplicity,why packaging girl went packageless
Changing the Way We Waste,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/01/DSF0600.jpg?resize=1380%2C910,26-Jan-16,http://www.snapshotsofsimplicity.com/2016/01/26/changing-the-way-we-waste/,Snapshots of Simplicity,changing way we waste
Ready to Change the World?,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/01/DSF0754.jpg?resize=1380%2C910,21-Jan-16,http://www.snapshotsofsimplicity.com/2016/01/21/ready-to-change-the-world/,Snapshots of Simplicity,ready change world
Oceans: A Reflection of 2015,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2016/01/DSF9590.jpg?resize=1380%2C910,5-Jan-16,http://www.snapshotsofsimplicity.com/2016/01/05/oceans-a-reflection-of-2015/,Snapshots of Simplicity,oceans reflection
packageless speaks at the Portland Green Festival,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/12/121515.jpg?resize=1380%2C910,17-Dec-15,http://www.snapshotsofsimplicity.com/2015/12/17/packageless-speaks-at-the-portland-green-festival/,Snapshots of Simplicity,packageless speaks portland green festival
"How to Shop Online, packageless",https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/12/DSF0725.jpg?resize=1380%2C910,8-Dec-15,http://www.snapshotsofsimplicity.com/2015/12/08/how-to-shop-online-packageless/,Snapshots of Simplicity,how shop online packageless
Apfelkuchen,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/112315-Cover-1.jpg?resize=1380%2C910,24-Nov-15,http://www.snapshotsofsimplicity.com/2015/11/24/apfelkuchen/,Snapshots of Simplicity,apfelkuchen
A Tale of Two Boxes,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0591.jpg?resize=1380%2C910,12-Nov-15,http://www.snapshotsofsimplicity.com/2015/11/12/a-tale-of-two-boxes/,Snapshots of Simplicity,a tale two boxes
Chocolate Banana Cake,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0539.jpg?resize=1380%2C910,9-Nov-15,http://www.snapshotsofsimplicity.com/2015/11/09/chocolate-banana-cake/,Snapshots of Simplicity,chocolate banana cake
"Keep your friends close, but your farmers closer.",https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0690.jpg?resize=1380%2C910,5-Nov-15,http://www.snapshotsofsimplicity.com/2015/11/05/keep-your-friends-close-but-your-farmers-closer/,Snapshots of Simplicity,keep your friends close your farmers closer.
Roasted Vegetable Tian,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/DSF0729.jpg?resize=1380%2C910,3-Nov-15,http://www.snapshotsofsimplicity.com/2015/11/03/roasted-vegetable-tian/,Snapshots of Simplicity,roasted vegetable tian
Escape to the Waters,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/11/103115-Waters.jpg?resize=1380%2C910,1-Nov-15,http://www.snapshotsofsimplicity.com/2015/11/01/escape-to-the-waters/,Snapshots of Simplicity,escape waters
Cheesin' with a Mason Jar,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0697.jpg?resize=1380%2C910,29-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/29/cheesin-with-a-mason-jar/,Snapshots of Simplicity,cheesin mason jar
Fresh Popcorn: A Halloween Alternative,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0740.jpg?resize=1380%2C910,27-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/27/fresh-popcorn-a-halloween-alternative/,Snapshots of Simplicity,fresh popcorn halloween alternative
Back to the Past,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/JimCalabrese_1967.ck_.jpg?resize=1380%2C910,22-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/22/back-to-the-past/,Snapshots of Simplicity,back past
Carrot Ginger Ramen,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/101915-Bowl.jpg?resize=1380%2C910,20-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/20/carrot-ginger-ramen/,Snapshots of Simplicity,carrot ginger ramen
Berkeley Adventures,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/101715-Feet.jpg?resize=1380%2C910,18-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/18/berkeley-adventures/,Snapshots of Simplicity,berkeley adventures
What would you do with 600 dollars?,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0692.jpg?resize=1380%2C910,16-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/16/what-would-you-do-with-600-dollars/,Snapshots of Simplicity,what would you do dollars
Banana Bread,https://i2.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0837.jpg?resize=1380%2C910,13-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/13/banana-bread/,Snapshots of Simplicity,banana bread
How to Keep Off 23 Pounds,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF0706.jpg?resize=1380%2C910,8-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/08/how-to-keep-off-23-pounds/,Snapshots of Simplicity,how keep pounds
Simple Granola,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/10/DSF1150.jpg?resize=1380%2C910,6-Oct-15,http://www.snapshotsofsimplicity.com/2015/10/06/simple-granola/,Snapshots of Simplicity,simple granola
I Have a Dream…,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/09/DSF0556.jpg?resize=1380%2C910,24-Sep-15,http://www.snapshotsofsimplicity.com/2015/09/24/i-have-a-dream/,Snapshots of Simplicity,i have dream
Chocolate Cranberry Walnut Cutout Cookies,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/09/DSF0738.jpg?resize=1380%2C910,13-Sep-15,http://www.snapshotsofsimplicity.com/2015/09/13/chocolate-cranberry-walnut-cutout-cookies/,Snapshots of Simplicity,chocolate cranberry walnut cutout cookies
An Early Christmas,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/09/DSF0678.jpg?resize=1380%2C910,8-Sep-15,http://www.snapshotsofsimplicity.com/2015/09/08/an-early-christmas/,Snapshots of Simplicity,an early christmas
Confessions of an Asian Household,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/08/DSF0523.jpg?resize=1380%2C910,31-Aug-15,http://www.snapshotsofsimplicity.com/2015/08/31/confessions-of-an-asian-household/,Snapshots of Simplicity,confessions an asian household
Up Up Here We Go,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/08/Up-Up.jpg?resize=1380%2C910,17-Aug-15,http://www.snapshotsofsimplicity.com/2015/08/17/up-up-here-we-go/,Snapshots of Simplicity,up here we go
Hanging Out with the Seagulls,https://i1.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/08/080115-Inactive-Landfill-1.jpg?resize=1380%2C910,1-Aug-15,http://www.snapshotsofsimplicity.com/2015/08/01/hanging-out-with-the-seagulls/,Snapshots of Simplicity,hanging out seagulls
Hi Grandma,https://i0.wp.com/www.snapshotsofsimplicity.com/wp-content/uploads/2015/07/DSF0520.jpg?resize=1380%2C910,26-Jul-15,http://www.snapshotsofsimplicity.com/2015/07/26/hi-grandma/,Snapshots of Simplicity,hi grandma
Zero Waste Swaps: Personal Hygiene,http://trashisfortossers.com/wp-content/uploads/2017/10/zero-waste-swaps-featured-image-1280x720.jpg,NULL - date,http://trashisfortossers.com/zero-waste-swaps/,Trash is for Tossers,zero waste swaps personal hygiene bathroom easy changes home toiletries
"A Look Inside My Zero Waste, Brooklyn Apartment",http://trashisfortossers.com/wp-content/uploads/2015/12/DanielaSpector-TCR-7802-300x450.jpg,NULL - date,http://trashisfortossers.com/a-look-inside-my-zero-waste-brooklyn-apartment/,Trash is for Tossers,look inside zero waste brooklyn apartment home
The Best Toilet Paper For Living Zero Waste,NULL - image,NULL - date,http://trashisfortossers.com/best-toilet-paper-zero-waste/,Trash is for Tossers,best toilet paper living zero waste bathroom home
Documentaries That Changed My Life,http://66.147.244.183/~trashisf/wp-content/uploads/2016/05/51chghUEdSL._SY300_.jpg,NULL - date,http://trashisfortossers.com/documentaries-that-changed-my-life/,Trash is for Tossers,documentaries that changed life easy changes home travel
Lauren Singer‚Äôs Zero Waste Home,http://66.147.244.183/~trashisf/wp-content/uploads/2015/12/DanielaSpector-TCR-7813.jpg,NULL - date,http://trashisfortossers.com/my-home/,Trash is for Tossers,lauren singers zero waste home home
A Simple Swap for Plastic Water Bottles,NULL - image,NULL - date,http://trashisfortossers.com/simple-swap-plastic-water-bottles/,Trash is for Tossers,simple swap plastic water bottles easy changes home kitchen office shopping toiletries travel
Plastic Bags,NULL - image,NULL - date,http://trashisfortossers.com/simple-swap-plastic-bags/,Trash is for Tossers,plastic bags easy changes food home shopping travel
Two Years of Trash,http://66.147.244.183/~trashisf/wp-content/uploads/2014/12/TwoYearsofTrash.jpg,NULL - date,http://trashisfortossers.com/two-years-of-tras/,Trash is for Tossers,two years trash home
Zero Waste Sex,http://66.147.244.183/~trashisf/wp-content/uploads/2014/09/IMG_6564-1100x733.jpg,NULL - date,http://trashisfortossers.com/turn-me-on/,Trash is for Tossers,zero waste sex bathroom bedroom home
Cleaning the Toilet Without Waste,http://66.147.244.183/~trashisf/wp-content/uploads/2014/08/IMG_6244-1100x758.jpg,NULL - date,http://trashisfortossers.com/cleaning-toilet-naturally/,Trash is for Tossers,cleaning toilet waste bathroom cleaning home
Zero Waste Picnic,http://66.147.244.183/~trashisf/wp-content/uploads/2014/08/IMG_6200-1100x733.jpg,NULL - date,http://trashisfortossers.com/hosting-zero-waste-picnic/,Trash is for Tossers,zero waste picnic food home
Zero Waste Toilet Brush,http://66.147.244.183/~trashisf/wp-content/uploads/2014/07/unnamed-1.jpg,NULL - date,http://trashisfortossers.com/gettin-freaked-at-sight-of/,Trash is for Tossers,zero waste toilet brush bathroom cleaning home
Zero Waste Moving,http://66.147.244.183/~trashisf/wp-content/uploads/2014/06/Untitled3.png,NULL - date,http://trashisfortossers.com/i-had-emotional-breakdown/,Trash is for Tossers,zero waste moving home travel
Why I Let my Fridge go Bare,http://66.147.244.183/~trashisf/wp-content/uploads/2014/02/photo-1-1100x1100.jpg,NULL - date,http://trashisfortossers.com/why-i-let-my-fridge-go-bare/,Trash is for Tossers,why i let fridge go bare food home kitchen shopping
Four Months of Trash,https://lh3.googleusercontent.com/-GAnLSj1BOQQ/UwLMnLtwmVI/AAAAAAAABds/78-o92--9wg/s640/blogger-image-105806171.jpg,NULL - date,http://trashisfortossers.com/over-four-months-of-tras/,Trash is for Tossers,four months trash home
Hosting a Zero Waste Dinner Party,http://66.147.244.183/~trashisf/wp-content/uploads/2014/01/IMG_5928-1100x733.jpg,NULL - date,http://trashisfortossers.com/hosting-zero-waste-dinner-party/,Trash is for Tossers,hosting zero waste dinner party food home
Storing Leftovers Without Waste,http://66.147.244.183/~trashisf/wp-content/uploads/2013/11/photo-4.jpg,NULL - date,http://trashisfortossers.com/storing-leftovers-waste-free/,Trash is for Tossers,storing leftovers waste food home kitchen travel
Two Months of Trash,http://66.147.244.183/~trashisf/wp-content/uploads/2013/11/Screen-Shot-2013-11-21-at-3.30.54-PM.png,NULL - date,http://trashisfortossers.com/two-months-of-tras/,Trash is for Tossers,two months trash home
One Month of Trash,http://66.147.244.183/~trashisf/wp-content/uploads/2013/10/Screen-Shot-2013-10-19-at-2.27.27-PM.png,NULL - date,http://trashisfortossers.com/one-month-of-tras/,Trash is for Tossers,one month trash home
Two Weeks of Trash,http://66.147.244.183/~trashisf/wp-content/uploads/2013/10/IMG_5569.jpg,NULL - date,http://trashisfortossers.com/two-weeks-of-tras/,Trash is for Tossers,two weeks trash home
"What is Waste, Anyway?",http://66.147.244.183/~trashisf/wp-content/uploads/2013/09/IMG_5547.jpg,NULL - date,http://trashisfortossers.com/what-is-waste-anyway/,Trash is for Tossers,what is waste anyway home
"Zero Waste, No-Tape Gift Wrapping",http://66.147.244.183/~trashisf/wp-content/uploads/2013/08/IMG_4967.jpg,NULL - date,http://trashisfortossers.com/zero-waste-no-tape-gift-wrapping/,Trash is for Tossers,zero waste notape gift wrapping home shopping
