Bamboo Travel Utensils|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/bamboo-travel-utensils|Wildminimalist|bamboo travel utensils|
Vintage Copper Canister Set|$39.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-copper-canister-set|Wildminimalist|vintage copper canister set|
Vintage Copper Colander|$39.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-copper-colander|Wildminimalist|vintage copper colander|
Vintage Copper Nesting Bowls|$39.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-copper-nesting-bowls|Wildminimalist|vintage copper nesting bowls|
Vintage Copper Spice Shakers|$10.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-copper-spice-shakers|Wildminimalist|vintage copper spice shakers|
Vintage Culver Daisy Tumblers, Set of 5|$19.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-culver-daisy-tumblers-set-of-5|Wildminimalist|vintage culver daisy tumblers set|
Vintage Decagon Spice Shakers, Set of 3|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-decagon-spice-shakers-set-of-3|Wildminimalist|vintage decagon spice shakers set|
Vintage Folk Cream & Sugar Set|$12.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-salt-pepper-shakers|Wildminimalist|vintage folk cream  sugar set|
Vintage French Flower Jar|$10.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-french-flower-jar|Wildminimalist|vintage french flower jar|
Vintage French Flower Jar|$9.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-french-flower-jar-1|Wildminimalist|vintage french flower jar|
Vintage Fruit Juice Glasses|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-fruit-juice-glasses|Wildminimalist|vintage fruit juice glasses|
Vintage German Scissors|$16.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-german-scissors|Wildminimalist|vintage german scissors|
Vintage Gingerbread Man Cookie Cutter|$5.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-gingerbread-man-cookie-cutter|Wildminimalist|vintage gingerbread man cookie cutter|
Vintage Green Glasses|$12.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-green-glasses|Wildminimalist|vintage green glasses|
Vintage Hall's Nesting Bowls|$34.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-halls-nesting-bowls|Wildminimalist|vintage halls nesting bowls|
Vintage Ice Cream Pint & Scoop|$19.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-ice-cream-pint-scoop|Wildminimalist|vintage ice cream pint  scoop|
Vintage Ice Cream Scoop|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-ice-cream-scoop|Wildminimalist|vintage ice cream scoop|
Vintage Mallard Mug|$13.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-mallard-mug|Wildminimalist|vintage mallard mug|
Vintage Measuring Cup|$7.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-measuring-cup|Wildminimalist|vintage measuring cup|
Vintage Mess Hall Tray|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-mess-hall-tray|Wildminimalist|vintage mess hall tray|
Vintage Mid Century Emerald Glasses, Set of 5|$24.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-mid-century-glasses-set-of-5|Wildminimalist|vintage mid century emerald glasses set|
Vintage Milk Glass Goblets, Set of 4|$19.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-milk-glass-goblets-set-of-4|Wildminimalist|vintage milk glass goblets set|
Vintage Mushroom Soup Crock|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-mushroom-soup-crock|Wildminimalist|vintage mushroom soup crock|
Vintage Ombre Mug|$13.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-ombre-mug|Wildminimalist|vintage ombre mug|
Vintage Onion Soup Crock|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-onion-soup-crock|Wildminimalist|vintage onion soup crock|
Vintage Pyrex Percolator|$49.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-pyrex-percolator|Wildminimalist|vintage pyrex percolator|
Vintage Rainbow Mug|$10.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-rainbow-mug|Wildminimalist|vintage rainbow mug|
Vintage Red and Brass Flatware Set, 16 piece|$39.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-red-and-brass-flatware-set-16-piece|Wildminimalist|vintage red brass flatware set piece|
Vintage Rose Tumblers, Set of 6|$25.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-rose-tumbler-set-of-6|Wildminimalist|vintage rose tumblers set|
Vintage Salt & Pepper Shakers|$14.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-salt-pepper-shakers-1|Wildminimalist|vintage salt  pepper shakers|
Vintage Salt Shaker and Pepper Mill|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-salt-shaker-and-pepper-mill|Wildminimalist|vintage salt shaker pepper mill|
Vintage Serving Spoons|$19.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Rose_Pie_Server_480x.jpg?v=1517076152|https://wildminimalist.com/products/vintage-serving-spoons|Wildminimalist|vintage serving spoons|
Vintage Wall-Mount Juicer|$29.99|https://cdn.shopify.com/s/files/1/1721/9289/products/serving_utensils_1_480x.jpg?v=1517077021|https://wildminimalist.com/products/vintage-wall-mount-juicer|Wildminimalist|vintage wallmount juicer|
Weck Cylinder Jars|$5.99|NULL - image|https://wildminimalist.com/products/weck-cylinder-jars|Wildminimalist|weck cylinder jars|
Weck Juice Jars|$6.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/weck-juice-jars|Wildminimalist|weck juice jars|
Weck Mold Jars|$5.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/weck-mold-jars|Wildminimalist|weck mold jars|
Weck Tulip Jars|$5.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/weck-tulip-jars|Wildminimalist|weck tulip jars|
Wild Minimalist Cotton Tote|$16.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/wild-minimalist-cotton-tote|Wildminimalist|wild minimalist cotton tote|
Wood Bear Toy|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/wood_llama_1_780415d0-013f-4dff-bf32-73d5bf8e6d95_480x.jpg?v=1518395048|https://wildminimalist.com/products/wood-bear-toy|Wildminimalist|wood bear toy|
Wood Bottle Brush|$12.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/wood-bottle-brush|Wildminimalist|wood bottle brush|
Wood Cleaning Brush Kit|$45.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Zero_Waste_Farmers_Market_Kit_a345618c-c204-4ac0-8f4b-df1724e98325_480x.jpg?v=1500936764|https://wildminimalist.com/products/wood-cleaning-brush-kit|Wildminimalist|wood cleaning brush kit|
Wood Comb|$17.99|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/wood-comb|Wildminimalist|wood comb|
Wood Dish Brush|$8.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/wood-dish-brush|Wildminimalist|wood dish brush|
Wood Dog Brush|$22.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Eco_Quack_1_71f015cc-085d-4885-82c6-cd46e48546f4_480x.jpg?v=1499542987|https://wildminimalist.com/products/wood-dog-brush|Wildminimalist|wood dog brush|
Wood Hairbrush|$26.99|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/wood-hairbrush|Wildminimalist|wood hairbrush|
Wood Hand Broom and Dustpan|$41.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Wood_Lint_Brush_2_13783034-0617-45ac-a721-f8e62cc988c2_480x.jpg?v=1499543743|https://wildminimalist.com/products/wood-hand-broom-and-dustpan|Wildminimalist|wood hand broom dustpan|
Wood Lint Brush|$26.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Scrub_brush_3_480x.jpg?v=1499543692|https://wildminimalist.com/products/wood-lint-brush|Wildminimalist|wood lint brush|
Wood Lion Toy|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/wood_bear_1_4c9c1fa4-14d6-4fbe-8511-0eceac26f4ab_480x.jpg?v=1518395527|https://wildminimalist.com/products/wood-lion-toy|Wildminimalist|wood lion toy|
Wood Llama Toy|$15.99|https://cdn.shopify.com/s/files/1/1721/9289/products/wood_bear_1_4c9c1fa4-14d6-4fbe-8511-0eceac26f4ab_480x.jpg?v=1518395527|https://wildminimalist.com/products/wood-llama-toy|Wildminimalist|wood llama toy|
Wood Nail Brush|$8.99|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/wood-nail-brush|Wildminimalist|wood nail brush|
Wood Nail Brush|$13.99|https://cdn.shopify.com/s/files/1/1721/9289/products/facial_rounds_prints_480x.jpg?v=1502834401|https://wildminimalist.com/products/wood-nail-brush-1|Wildminimalist|wood nail brush|
Wood Pot Brush, Set of 2|$11.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/wood-pot-brush|Wildminimalist|wood pot brush set|
Wood Scrub Brush|$11.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Wood_Lint_Brush_2_13783034-0617-45ac-a721-f8e62cc988c2_480x.jpg?v=1499543743|https://wildminimalist.com/products/wood-scrub-brush|Wildminimalist|wood scrub brush|
Wood String Tidy|$24.99|https://cdn.shopify.com/s/files/1/1721/9289/products/New_Mesh_Bag_1_49a93f45-1dca-48a7-8bda-4f50db4c802d_480x.jpg?v=1497278679|https://wildminimalist.com/products/wood-string-tidy|Wildminimalist|wood string tidy|
Wood Toilet Brush and Stand|$44.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Wood_Lint_Brush_2_13783034-0617-45ac-a721-f8e62cc988c2_480x.jpg?v=1499543743|https://wildminimalist.com/products/wood-toilet-brush-w-stand|Wildminimalist|wood toilet brush stand|
Wool Dryer Balls, Set of 3|$19.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Wood_Lint_Brush_2_13783034-0617-45ac-a721-f8e62cc988c2_480x.jpg?v=1499543743|https://wildminimalist.com/products/wool-dryer-balls|Wildminimalist|wool dryer balls set|
Wool Mini Mouse|$11.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Eco_Quack_1_71f015cc-085d-4885-82c6-cd46e48546f4_480x.jpg?v=1499542987|https://wildminimalist.com/products/wool-mini-mouse|Wildminimalist|wool mini mouse|
Woven Market Backpack|$62.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Oval_Market_Basket_1_480x.jpg?v=1499352127|https://wildminimalist.com/products/woven-market-backpack|Wildminimalist|woven market backpack|
Zero Waste Farmers' Market Kit|$74.99|https://cdn.shopify.com/s/files/1/1721/9289/products/brush_bundle_480x.jpg?v=1516130649|https://wildminimalist.com/products/zero-waste-farmers-market-kit|Wildminimalist|zero waste farmers market kit|
Zero Waste Lunch Kit|$105.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Zero_Waste_Farmers_Market_Kit_a345618c-c204-4ac0-8f4b-df1724e98325_480x.jpg?v=1500936764|https://wildminimalist.com/products/zero-waste-lunch-kit|Wildminimalist|zero waste lunch kit|
Zero Waste Starter Kit|$128.99|https://cdn.shopify.com/s/files/1/1721/9289/products/Zero_Waste_Farmers_Market_Kit_a345618c-c204-4ac0-8f4b-df1724e98325_480x.jpg?v=1500936764|https://wildminimalist.com/products/zero-waste-starter-kit|Wildminimalist|zero waste starter kit|
